ds,Open,High,Low,Close,y,Volume
09-09-2009,146.479996,148.199997,145.559998,147.544998,116.123619,13553000
10-09-2009,149,150.300003,148,148.554993,116.918518,8887250
11-09-2009,149,149.610001,146.460007,149.125,117.367134,7215440
14-09-2009,149.125,150.399994,148.399994,149.380005,117.567841,6227390
15-09-2009,149.5,151.824997,149.214996,151.425003,119.177315,10878400
16-09-2009,153,153.505005,150.570007,151.679993,119.377998,11578720
17-09-2009,152.729996,153.899994,152.070007,153.490005,120.802551,12056100
18-09-2009,153.600006,153.770004,151.100006,152.445007,119.980118,4114790
22-09-2009,152,155,151.600006,154.634995,121.703697,6725810
23-09-2009,155.5,159.889999,153.149994,156.960007,123.533585,13065700
24-09-2009,154.595001,163.669998,154.595001,162.380005,127.799355,22225260
25-09-2009,160.279999,162.425003,159.199997,160.854996,126.599106,5618820
29-09-2009,162.399994,163.479996,160.110001,161.134995,126.819473,3887000
30-09-2009,161.600006,166,160.419998,165.050003,129.900711,11988620
01-10-2009,164,166.839996,162.024994,164.429993,129.41275,8647990
05-10-2009,162.100006,164.5,161.699997,163.404999,128.606033,5484940
06-10-2009,165.899994,166.490005,160.490005,165.964996,130.620865,5753640
07-10-2009,167.399994,171,167,167.770004,132.041473,10843330
08-10-2009,166,169.490005,164.994995,168.735001,132.80098,8404940
09-10-2009,166,169,166,167.565002,131.880127,4504800
12-10-2009,166.300003,171,164.5,170.225006,133.973663,7800690
13-10-2009,338.390015,338.390015,338.390015,338.390015,266.325989,0
14-10-2009,170.5,172.899994,168.615005,170.220001,133.969711,7821210
15-10-2009,171.035004,173.5,169.410004,172.229996,135.551666,9386160
16-10-2009,173.199997,173.880005,171.235001,171.964996,135.343094,8259850
20-10-2009,168.264999,172,168,169.130005,133.111847,4694190
21-10-2009,166,170.205002,165.085007,166.110001,130.735001,6423760
22-10-2009,164.100006,167.699997,164,166.600006,131.120636,3789870
23-10-2009,167.5,169.899994,166.119995,169.190002,133.159073,3788490
26-10-2009,167.100006,169.699997,166.5,169.289993,133.237778,4082410
27-10-2009,166,170,166,167.009995,131.443314,9577570
28-10-2009,166,166.979996,160.514999,161.955002,127.464844,6660450
29-10-2009,160.5,163.940002,157.024994,161.320007,126.965073,10245440
30-10-2009,162.199997,168.800003,160.550003,162.070007,127.555359,7646190
03-11-2009,161.679993,163.949997,158.399994,160.050003,125.965546,4751260
04-11-2009,160.5,164.699997,158.134995,162.395004,127.81115,6275230
05-11-2009,161.979996,163.779999,158.699997,162.335007,127.763916,9871450
06-11-2009,163.5,165.350006,162.199997,164,129.074356,5739060
09-11-2009,164.100006,171,164,170.744995,134.382919,8736220
10-11-2009,170.035004,174.190002,169.169998,170.345001,134.0681,9364350
11-11-2009,167.539993,174,167.539993,173.585007,136.618103,7595900
12-11-2009,172.865005,174.199997,170.759995,171.654999,135.099106,7844950
13-11-2009,170.554993,174.100006,170.554993,172.225006,135.547745,8622910
16-11-2009,172.294998,174.979996,171.899994,172.360001,135.653976,6065560
17-11-2009,174.485001,175.695007,170.130005,174.964996,137.704224,7006900
18-11-2009,171.175003,175.5,171.175003,174.960007,137.700302,9465300
19-11-2009,174.800003,174.800003,170.399994,171.955002,135.33522,5941120
20-11-2009,170.899994,176.149994,170.899994,175.399994,138.046585,7653960
23-11-2009,173.529999,178,173.529999,176.544998,138.947708,5873220
24-11-2009,175,178,174.009995,177.690002,139.848892,4401650
25-11-2009,175.134995,180.899994,175.134995,180.270004,141.879456,7874790
26-11-2009,175,181,175,176.119995,138.613235,8028820
27-11-2009,174.199997,176.369995,168.235001,175.035004,137.759308,7487760
30-11-2009,176.5,178.699997,174.225006,176.625,139.010712,8755640
01-12-2009,177.970001,179.899994,175,178.970001,140.856308,5487530
02-12-2009,178.009995,181.350006,177.625,180.710007,142.225754,11851660
03-12-2009,178.854996,182.399994,178.854996,180.695007,142.213943,4876470
04-12-2009,178.615005,180.100006,177.509995,178.955002,140.844498,3389280
07-12-2009,179,180.770004,178.494995,179.735001,141.458405,4551060
08-12-2009,178.699997,183.899994,177.240005,183.324997,144.28389,6830640
09-12-2009,180.565002,183.479996,179.149994,180.434998,142.009323,8034370
10-12-2009,179.134995,180.5,177.235001,178.509995,140.494278,6116960
11-12-2009,178.884995,179.899994,176.309998,178.514999,140.498215,5976600
14-12-2009,178.470001,180,174.899994,175.729996,138.30629,8071120
15-12-2009,173.654999,176.699997,169,170.080002,133.859528,8543180
16-12-2009,167.660004,170.884995,167.5,169.335007,133.273178,8580920
17-12-2009,168,169.699997,166.699997,167.149994,131.553513,6597670
18-12-2009,165.139999,167.320007,164.684998,166.410004,130.971085,6281780
21-12-2009,166.410004,167.119995,164.705002,165.274994,130.077835,8594430
22-12-2009,166,166.720001,164.210007,164.654999,129.589844,6274310
23-12-2009,null,null,null,null,null,null
24-12-2009,null,null,null,null,null,null
29-12-2009,null,null,null,null,null,null
30-12-2009,null,null,null,null,null,null
31-12-2009,null,null,null,null,null,null
04-01-2010,170,172.850006,169.255005,170.570007,134.245209,3050490
05-01-2010,171,172.5,170.5,170.720001,134.363205,8386600
06-01-2010,171.399994,172,168.809998,170.835007,134.453751,6639840
07-01-2010,176.839996,176.839996,170.160004,171.279999,134.80397,6123980
08-01-2010,171.199997,172.339996,170.100006,171.505005,134.981079,7085900
11-01-2010,174.865005,174.865005,170.25,170.815002,134.438019,13766610
12-01-2010,170.800003,171.179993,167.860001,169.520004,133.418777,4907050
13-01-2010,168.494995,169.479996,166.554993,168.929993,132.954422,10346750
14-01-2010,171,171.380005,167,168.380005,132.521545,10172640
15-01-2010,169.839996,169.899994,167.100006,169.414993,133.336151,11581730
18-01-2010,169,177.800003,168.210007,176.664993,139.042145,23501460
19-01-2010,176.5,178.880005,175.289993,177.919998,140.029907,16664220
20-01-2010,178.5,179,174.300003,175.610001,138.211838,13652110
21-01-2010,176.089996,176.089996,170.509995,171.164993,134.71347,12523470
22-01-2010,169.600006,170,165.399994,167.710007,131.994247,9473700
25-01-2010,166,167.789993,163.130005,165.669998,130.388687,6028790
27-01-2010,166.110001,166.110001,158.690002,159.720001,125.705803,12107790
28-01-2010,161,161.899994,157.679993,159.324997,125.394897,17432230
29-01-2010,158,163.699997,155.25,163.104996,128.369949,16435170
01-02-2010,162.800003,162.800003,158.5,159.975006,125.906509,7517330
02-02-2010,160.699997,161.490005,157.199997,157.910004,124.281288,10334700
03-02-2010,160,163.240005,157.800003,162.274994,127.716698,7727670
04-02-2010,161.800003,162.490005,158.550003,161.675003,127.244476,8605240
05-02-2010,159.800003,159.800003,156.5,157.335007,123.828743,9346940
06-02-2010,null,null,null,null,null,null
08-02-2010,158.5,158.884995,154.899994,156.740005,123.360428,7590600
09-02-2010,156.679993,157.789993,155.149994,157.164993,123.694908,11973750
10-02-2010,157.5,161.744995,156.399994,159.354996,125.418541,13866680
11-02-2010,160.399994,163.300003,159,159.800003,125.768776,7269690
15-02-2010,159.699997,161.970001,158.25,161.380005,127.012276,4802490
16-02-2010,160.5,162.270004,159,160.639999,126.429878,7174850
17-02-2010,161.800003,166.095001,161.490005,165.595001,130.329666,12398340
18-02-2010,166.490005,169,165.074997,168.375,132.517624,10004420
19-02-2010,167,170,165.610001,169.389999,133.316467,7345990
22-02-2010,170.100006,171.970001,169,169.660004,133.528961,6640170
23-02-2010,168.505005,170.884995,168.235001,170.100006,133.875275,6472890
24-02-2010,169,171,168.75,170.050003,133.835922,5605690
25-02-2010,170.100006,170.399994,168.199997,169.104996,133.092194,5836970
26-02-2010,169,173.475006,168,170.479996,134.174347,9351030
02-03-2010,172.399994,175.600006,170.600006,174.494995,137.334305,7714650
03-03-2010,174.255005,178.100006,174.255005,177.664993,139.829193,11147960
04-03-2010,177.5,178.699997,175.309998,178.115005,140.183365,13514420
05-03-2010,178.554993,179.5,177.100006,178.399994,140.407669,10449650
08-03-2010,181,181,177.289993,178.419998,140.423447,7372960
09-03-2010,177.5,181.5,177.5,181.119995,142.548431,12397690
10-03-2010,181.199997,181.990005,172.990005,181.445007,142.80423,14960560
11-03-2010,181.600006,183.5,180.309998,182.695007,143.78801,7745230
12-03-2010,182.699997,183.039993,178.634995,180.125,141.76532,7472440
15-03-2010,178,182,178,181.255005,142.654694,7512960
16-03-2010,180.5,180.990005,176.399994,180.460007,142.028992,10436250
17-03-2010,180.460007,182.479996,179.809998,180.770004,142.27298,4794840
18-03-2010,181.240005,181.240005,179.050003,180.089996,141.737793,3501970
19-03-2010,181.479996,182.479996,179.764999,181.985001,143.229248,6339840
22-03-2010,180.199997,185.5,179.800003,183.710007,144.586868,15305610
23-03-2010,183.5,189,183.5,188.399994,148.278091,10154380
25-03-2010,188,193,187.020004,192.615005,151.595444,23296400
26-03-2010,193.100006,196.559998,191.309998,195.145004,153.586639,11552860
29-03-2010,162.884995,199,162.884995,196.505005,154.657028,13226710
30-03-2010,196.5,196.990005,190.139999,190.684998,150.076447,9369980
31-03-2010,190,194.289993,189.725006,193.350006,152.173935,6826080
01-04-2010,195,195,192.610001,193.925003,152.62648,7409220
05-04-2010,195.880005,195.960007,192.440002,194.850006,153.354477,7123840
06-04-2010,195,195,192.539993,193.289993,152.126678,4421440
07-04-2010,194,194.794998,192.600006,193.175003,152.036194,5378050
08-04-2010,192.990005,192.990005,189.380005,190.279999,149.757721,6238830
09-04-2010,189.050003,195.699997,189.050003,194.934998,153.421402,6207650
12-04-2010,193.869995,196.789993,193.869995,195.419998,153.803101,4570640
13-04-2010,195,196.289993,193.100006,195.169998,153.606339,6341300
15-04-2010,195.5,197.490005,194.419998,195.705002,154.027405,9547360
16-04-2010,194.5,197.440002,192.600006,196.425003,154.59407,5232560
19-04-2010,195,195.880005,192.600006,193.410004,152.22113,6120830
20-04-2010,192.899994,195.695007,192.899994,194.455002,153.04361,5439320
21-04-2010,194.899994,196,193.5,194.100006,152.764191,3944500
22-04-2010,193.880005,197,190.804993,193.414993,152.225067,6895110
23-04-2010,193.5,195.705002,192.865005,195.179993,153.614212,5317060
26-04-2010,195.770004,199.690002,195.770004,198.960007,156.589188,7898280
27-04-2010,198.899994,199.600006,196.779999,197.955002,155.798233,4484470
28-04-2010,195.800003,198.675003,195.800003,196.815002,154.901031,5711770
29-04-2010,197.190002,199.5,194.645004,198.574997,156.286194,9396450
30-04-2010,199.804993,201,198.300003,200.044998,157.44313,7109610
03-05-2010,198.5,198.5,196.210007,196.979996,155.030869,5007070
04-05-2010,198.479996,198.479996,193.220001,193.699997,152.449387,4588960
05-05-2010,193.199997,193.369995,188.009995,191.634995,150.824127,8014270
06-05-2010,190.5,191.600006,187.699997,189.550003,149.183182,5261230
07-05-2010,187.100006,187.5,183.600006,184.804993,145.448669,9785810
10-05-2010,186.324997,193.800003,183,193.419998,152.229019,6426540
11-05-2010,193.800003,195.5,191.324997,194.830002,153.33873,6964650
12-05-2010,194.899994,198.100006,194.899994,197.490005,155.432266,6870820
13-05-2010,198.119995,199.5,195.020004,196.535004,154.680664,6372190
14-05-2010,196.399994,197.300003,194.225006,195.175003,153.610291,4700150
17-05-2010,194.199997,194.679993,191.449997,192.884995,151.807953,6603600
18-05-2010,191.800003,192.5,189.020004,189.580002,149.206787,6121560
19-05-2010,187.899994,188.800003,184.160004,186.854996,147.062088,9090080
20-05-2010,187.399994,187.639999,183.630005,185.095001,145.676926,3389000
21-05-2010,182,185,180.110001,182.654999,143.756531,5498620
24-05-2010,183.520004,186.75,181.104996,182.455002,143.599136,4810910
25-05-2010,181.179993,182,178.5,180.375,141.962097,5534350
26-05-2010,181.279999,185.324997,181.229996,182.774994,143.850967,7001390
27-05-2010,181.5,190.699997,181.100006,189.660004,149.269775,11309860
28-05-2010,189.660004,191.399994,188.524994,189.679993,149.285492,5879250
31-05-2010,189.600006,189.860001,186.5,188.845001,148.628296,4384110
01-06-2010,188.970001,189,183.800003,185.509995,146.003525,5682730
02-06-2010,184.800003,186.274994,182.800003,185.304993,145.842194,9451670
03-06-2010,186.410004,191,186.410004,190.559998,149.978088,6796890
04-06-2010,190.600006,190.979996,188.009995,188.570007,148.411896,5094350
07-06-2010,186.699997,189.485001,180.835007,187.664993,147.6996,9619130
08-06-2010,188,189.699997,185.300003,186.270004,146.601669,5671140
09-06-2010,186,189.559998,185.154999,188.089996,148.034103,5792340
10-06-2010,188.089996,192.195007,186.300003,191.615005,161.085526,8510470
11-06-2010,192.110001,195,192.110001,194.630005,163.620163,10815380
14-06-2010,194.630005,197.5,194.630005,197.315002,165.877411,7488980
15-06-2010,197.5,198,195.300003,196.389999,165.099731,4560780
16-06-2010,197.5,199,196.804993,197.604996,166.12117,9084290
17-06-2010,198.300003,199.899994,196.804993,199.610001,167.806732,7988600
18-06-2010,199.199997,199.794998,197.835007,199.169998,167.436844,4901400
21-06-2010,200.160004,201,199.009995,199.884995,168.037903,7101650
22-06-2010,199.5,200,198.244995,198.705002,167.045898,4262440
23-06-2010,198.470001,200.369995,197.550003,199.875,168.029495,4244040
24-06-2010,199.705002,200.699997,198,200.160004,168.269104,8826550
25-06-2010,198.014999,199.199997,194,194.764999,163.733658,7235160
28-06-2010,195.210007,196.399994,192.324997,195.070007,163.990051,5329080
29-06-2010,194.009995,194.880005,189.610001,190.440002,160.097748,7951160
30-06-2010,189.5,193.889999,187.899994,191.899994,161.325134,8767560
01-07-2010,191.199997,192.970001,189.5,190.740005,160.349976,5783630
02-07-2010,190.740005,192.335007,189.994995,191.285004,160.808136,4112500
05-07-2010,190.100006,192.899994,189.800003,191.520004,161.005676,2580270
06-07-2010,191.5,196.975006,191,196.399994,165.10817,6248030
07-07-2010,196.884995,196.899994,193.104996,193.729996,162.863556,3966720
08-07-2010,196,196.985001,194.225006,194.570007,163.569733,3362920
09-07-2010,195.5,201.195007,195.009995,200.274994,168.365784,15701180
12-07-2010,200.899994,205.600006,200.699997,204.945007,172.291748,14869280
13-07-2010,205.199997,208,203.740005,207.255005,174.233688,6257310
14-07-2010,208,211.089996,207.324997,208.630005,175.389603,10558030
15-07-2010,209,209,205.5,206.259995,173.397217,3238730
16-07-2010,206.399994,206.600006,203.119995,203.895004,171.408997,4713880
19-07-2010,204.199997,206.399994,202.199997,204.785004,172.157227,8765580
20-07-2010,204.785004,208.869995,203.600006,204.440002,171.867188,6684590
21-07-2010,205.009995,206.475006,202.5,203.304993,170.913025,4642350
22-07-2010,203,206.300003,202.5,205.725006,172.947449,5574970
23-07-2010,206.899994,206.899994,202.589996,203.860001,171.379593,6921810
26-07-2010,204.5,205.979996,203.414993,205.190002,172.497665,3036490
27-07-2010,205.320007,207.800003,204.5,206.679993,173.750259,6645910
28-07-2010,207.199997,209,205.994995,208.610001,175.372787,6571060
29-07-2010,209.089996,211.5,208.324997,210.059998,176.591751,11265740
30-07-2010,209.770004,213.699997,208,212.690002,178.80275,11699660
02-08-2010,213,214.490005,212.134995,213.634995,179.597168,8263340
03-08-2010,214,214.399994,211.175003,212.244995,178.428619,8110480
04-08-2010,211.5,212.899994,209.119995,211.479996,177.785507,7367350
05-08-2010,206.5,212.740005,206.5,210.024994,176.562347,7355280
06-08-2010,209.324997,211,208.145004,209.070007,175.759476,5460440
09-08-2010,209,210.389999,207.134995,208.199997,175.028107,2618220
10-08-2010,208.544998,210.220001,206.975006,209.514999,176.133591,7347270
11-08-2010,210.100006,211.304993,207.794998,208.949997,175.6586,7335080
12-08-2010,207.690002,208.279999,204.800003,207.315002,174.284119,4969430
13-08-2010,206.154999,210.139999,205.824997,208.755005,175.49469,5249930
16-08-2010,207.839996,212.690002,207.039993,208.399994,175.196259,3593340
