ds,Open,High,Low,Close,y,Volume
26-04-2002,22.395,22.5,22.215,22.424999,8.813231,764800
29-04-2002,22.120001,22.264999,21.860001,21.98,8.638341,1647890
30-04-2002,22.1,22.1,21.85,21.959999,8.630479,763410
01-05-2002,null,null,null,null,null,null
02-05-2002,22.045,22.1,21.66,21.83,8.57939,1154110
03-05-2002,21.9,22,21.559999,21.65,8.508649,1309480
06-05-2002,21.700001,21.815001,21.65,21.77,8.555812,682950
07-05-2002,22.075001,22.135,21.655001,22.035,9.78346,657210
08-05-2002,22.200001,22.209999,21.9,22.115,9.818981,965660
09-05-2002,22.200001,22.27,22.049999,22.190001,9.852279,1138700
10-05-2002,22.025,22.295,22,22.184999,9.85006,738780
13-05-2002,21.51,22.200001,21.51,21.940001,9.741282,210430
14-05-2002,21.9,22.195,21.879999,22.030001,9.78124,221870
15-05-2002,22.200001,22.299999,22.1,22.184999,9.85006,1055450
16-05-2002,21.129999,22.25,21.129999,21.655001,9.614739,1593000
17-05-2002,22.110001,22.110001,21.605,21.905001,9.72574,919960
20-05-2002,20.055,21.85,20.055,21.690001,9.630281,271630
21-05-2002,21.200001,23.120001,21.200001,22.360001,9.92776,757710
22-05-2002,21.9,22,21.615,21.834999,9.69466,716930
23-05-2002,21.5,21.889999,21.315001,21.42,9.510403,475950
24-05-2002,21.6,21.950001,21.459999,21.799999,9.679121,537290
27-05-2002,23,23,21.459999,21.98,9.759038,206280
28-05-2002,21.98,22.389999,21.9,22.215,9.863379,351320
29-05-2002,22.055,22.35,21.950001,22.139999,9.830078,905850
30-05-2002,21.9,22.5,21.875,22.25,9.878919,1394730
31-05-2002,22.299999,23.225,22.15,22.940001,10.185278,1766170
03-06-2002,23.1,23.5,22.6,22.844999,10.143095,524250
04-06-2002,22.6,23.145,22.120001,22.485001,9.983259,381060
05-06-2002,22.504999,22.504999,21.815001,22.34,9.918877,1266100
06-06-2002,22.01,22.5,21.799999,22.219999,9.865598,1351200
07-06-2002,22.299999,22.299999,21.620001,21.715,9.64138,1085350
10-06-2002,22.15,22.15,21.870001,21.99,9.76348,641290
11-06-2002,22.5,22.6,21.865,22.065001,9.796781,368090
12-06-2002,22.280001,22.280001,21.865,21.99,9.76348,637800
13-06-2002,21.915001,22.09,21.855,21.99,9.76348,816730
14-06-2002,22,22.075001,21.9,21.985001,9.76126,395060
17-06-2002,22,22,21.860001,21.9,9.72352,1439530
18-06-2002,22.040001,22.1,21.805,21.855,9.703543,386600
19-06-2002,21.799999,21.995001,21.799999,21.870001,9.710201,332520
20-06-2002,21.9,22.174999,21.635,21.84,9.696879,463630
21-06-2002,21.855,22.17,21.700001,21.950001,9.74572,222110
24-06-2002,21.799999,21.799999,21.360001,21.459999,9.528162,1199950
25-06-2002,21.5,21.745001,21.299999,21.33,9.470443,695650
26-06-2002,21.5,21.5,21.35,21.434999,9.51706,136920
27-06-2002,21.405001,21.5,20.58,20.655001,9.170745,1166000
28-06-2002,20.995001,21.030001,19.975,20.155001,8.948746,2027720
01-07-2002,20,21.34,20,21.18,9.403843,1737470
02-07-2002,21.299999,21.299999,20.815001,20.965,9.308383,911400
03-07-2002,21,21,20.799999,20.985001,9.317265,382260
04-07-2002,21.030001,21.844999,20.834999,21.735001,9.650262,1154400
05-07-2002,21.844999,21.844999,21.1,21.34,9.474882,466380
08-07-2002,21.174999,21.6,20.879999,20.969999,9.310603,663400
09-07-2002,21.23,21.35,20.799999,20.969999,9.310603,868580
10-07-2002,21,21.1,20.865,21.030001,9.337242,1282220
11-07-2002,21.1,21.1,20.85,21.014999,9.330585,491480
12-07-2002,21.1,21.1,20.905001,20.995001,9.321704,184840
15-07-2002,20.950001,21.094999,20.92,21.004999,9.326143,338780
16-07-2002,21.02,21.200001,20.655001,21.07,9.355004,647180
17-07-2002,21.025,21.045,20.77,20.99,9.319483,754790
18-07-2002,21.264999,21.360001,20.92,21.07,9.355004,366520
19-07-2002,20.924999,21.495001,20.9,21.415001,9.508183,961700
22-07-2002,21.9,21.9,21.125,21.485001,9.539263,2173830
23-07-2002,21.700001,21.91,21.309999,21.48,9.537041,1122410
24-07-2002,21.545,21.545,20.9,21.105,9.370542,404710
25-07-2002,21.299999,21.299999,21.030001,21.275,9.446022,343610
26-07-2002,21.190001,21.395,20.93,21.1,9.368325,737140
29-07-2002,20.950001,21.450001,20.950001,21.23,9.426043,447790
30-07-2002,21.215,21.25,20.965,21.014999,9.330585,454390
31-07-2002,21,21.4,20.93,21.275,9.446022,567050
01-08-2002,21.395,21.4,20.75,21.084999,9.361664,501230
02-08-2002,21,21.045,20.834999,21,9.323923,189240
05-08-2002,21.290001,21.290001,20.959999,21,9.323923,220370
06-08-2002,21.01,21.174999,20.924999,21.09,9.363882,259550
07-08-2002,21.01,21.1,20.99,21.025,9.335022,327940
08-08-2002,20.915001,21.07,20.85,20.940001,9.297284,378120
09-08-2002,20.809999,21.02,20.809999,21,9.323923,770510
12-08-2002,20.879999,21.049999,20.875,20.98,9.315044,504220
13-08-2002,21,21.5,20.905001,21.15,9.390522,320290
14-08-2002,21.01,21.275,20.735001,20.83,9.248444,234870
15-08-2002,null,null,null,null,null,null
16-08-2002,20.92,21.18,20.825001,21.030001,9.337242,682720
19-08-2002,21.049999,21.195,20.950001,21.1,9.368325,493300
20-08-2002,21.200001,21.200001,20.975,21.155001,9.392743,385720
21-08-2002,21,21.049999,20.809999,20.940001,9.297284,1342600
22-08-2002,21,21.1,20.700001,20.895,9.277305,444430
23-08-2002,20.725,21.02,20.725,20.950001,9.301723,570580
26-08-2002,21.129999,21.129999,20.799999,21.040001,9.341683,317300
27-08-2002,21.049999,21.049999,20.9,20.985001,9.317265,169770
28-08-2002,20.9,21.139999,20.879999,20.985001,9.317265,191620
29-08-2002,20.924999,21.125,20.834999,21.059999,9.350561,228160
30-08-2002,20.975,21.15,20.905001,20.955,9.303943,1698900
02-09-2002,21.09,21.1,20.965,20.99,9.319483,180450
03-09-2002,21.08,21.1,20.9,21,9.323923,195620
04-09-2002,21.014999,21.34,20.9,21.285,9.450462,330340
05-09-2002,21.200001,21.395,21.025,21.190001,9.408282,357710
06-09-2002,21.200001,21.219999,21.030001,21.065001,9.352784,224390
09-09-2002,21,21.1,20.879999,21.004999,9.326143,192770
10-09-2002,null,null,null,null,null,null
11-09-2002,21,21.290001,20.950001,21.26,9.439363,327200
12-09-2002,21.200001,21.459999,21.049999,21.34,9.474882,291080
13-09-2002,21.075001,21.52,21.075001,21.475,9.534821,404850
16-09-2002,21.280001,21.700001,21.280001,21.59,9.585883,291240
17-09-2002,21.42,22.375,21.42,22.264999,9.885578,651120
18-09-2002,22.105,22.6,22,22.485001,9.983259,1103820
19-09-2002,22.469999,22.469999,22,22.01,9.772361,369950
20-09-2002,22,22.195,21.799999,22.01,9.772361,171980
23-09-2002,22,22.1,21.91,21.99,9.76348,962440
24-09-2002,21.865,21.865,21.434999,21.674999,9.623621,484670
25-09-2002,21.695,21.695,20.969999,20.99,9.319483,561260
26-09-2002,21,21.264999,20.834999,20.950001,9.301723,154180
27-09-2002,20.9,22.5,20.9,22.08,9.80344,1481910
30-09-2002,21.700001,22.1,21.110001,21.860001,9.705761,652780
01-10-2002,21.610001,21.700001,21.105,21.165001,9.397183,458030
02-10-2002,null,null,null,null,null,null
03-10-2002,21.299999,21.299999,20.799999,20.975,9.312824,1452150
04-10-2002,20.955,21.15,20.75,21.01,9.328363,746380
07-10-2002,20.950001,21.094999,20.799999,20.91,9.283963,820040
08-10-2002,20.815001,21.075001,20.805,20.91,9.283963,724130
09-10-2002,20.9,20.99,20.754999,20.825001,9.246225,1223200
10-10-2002,20.85,20.85,20.5,20.635,9.161865,831250
11-10-2002,20.799999,20.85,20.639999,20.67,9.177404,422700
14-10-2002,20.700001,20.93,20.700001,20.795,9.232903,638410
15-10-2002,null,null,null,null,null,null
16-10-2002,20.895,20.895,20.35,20.43,9.070845,826580
17-10-2002,20.5,20.700001,19.9,19.965,8.864388,1938460
18-10-2002,20.275,20.275,19.4,19.610001,8.70677,1732930
21-10-2002,20,20,19.6,19.74,8.764488,1514370
22-10-2002,20.1,20.1,19.549999,19.645,8.72231,856000
23-10-2002,19.879999,19.9,19.450001,19.52,8.66681,546740
24-10-2002,19.475,19.639999,19.33,19.4,8.613529,2335520
25-10-2002,19.299999,19.6,19.1,19.24,8.542491,1077280
28-10-2002,19.280001,19.6,19.280001,19.370001,8.60021,1380900
29-10-2002,19.299999,19.700001,19.299999,19.485001,8.651268,559440
30-10-2002,19.305,19.584999,18.6,18.905001,8.39375,1403070
31-10-2002,18.955,19.23,18.855,18.99,8.431491,959900
01-11-2002,18.9,19.42,18.799999,18.985001,8.429271,1961870
04-11-2002,19.200001,19.389999,19.1,19.219999,8.53361,139100
05-11-2002,19.295,19.5,19.125,19.475,8.64683,203200
06-11-2002,null,null,null,null,null,null
07-11-2002,19.504999,19.6,19.290001,19.49,8.653488,355420
08-11-2002,19.549999,19.610001,19.42,19.51,8.662368,490750
11-11-2002,19.48,19.620001,19.48,19.59,8.69789,289200
12-11-2002,19.74,19.9,19.51,19.815001,8.797789,196430
13-11-2002,19,19.84,19,19.375,8.602428,1222380
14-11-2002,19.305,19.495001,18.91,19.275,8.558031,1325300
15-11-2002,19.26,19.305,19.15,19.275,8.558031,1870230
18-11-2002,19.23,19.48,19.225,19.375,8.602428,692490
19-11-2002,null,null,null,null,null,null
20-11-2002,19.4,19.5,19.200001,19.450001,8.63573,501000
21-11-2002,19.41,19.41,19.25,19.35,8.591329,779880
22-11-2002,19.5,19.639999,19.305,19.549999,8.680129,1015860
25-11-2002,19.594999,20.004999,19.455,19.545,8.677909,4886540
26-11-2002,19.74,19.74,19.5,19.575001,8.691229,684060
27-11-2002,19.6,19.75,19.4,19.575001,8.691229,1280810
28-11-2002,19.65,19.65,19.475,19.540001,8.675689,1146230
29-11-2002,19.6,19.65,19.485001,19.504999,8.660148,1230630
02-12-2002,19.59,19.59,19.41,19.49,8.653488,736330
03-12-2002,19.52,19.549999,19.4,19.51,8.662368,1080260
04-12-2002,19.34,19.9,19.34,19.58,8.693449,1510880
05-12-2002,19.68,19.889999,19.459999,19.785,8.784469,473590
06-12-2002,20,20.08,19.549999,19.83,8.804446,584710
09-12-2002,19.025,20,19.025,19.629999,8.715649,1010490
10-12-2002,19.51,19.525,18.799999,19,8.435931,1413890
11-12-2002,19.025,19.184999,18.73,18.799999,8.347132,846520
12-12-2002,19,19.75,18.92,19.405001,8.61575,3116280
13-12-2002,19.700001,20.48,19.700001,20.285,9.006466,5026230
16-12-2002,20.5,21.555,20.5,20.950001,9.301723,3454370
17-12-2002,21.1,21.59,20.504999,21.504999,9.548141,2229560
18-12-2002,21.6,21.99,21.235001,21.785,9.672461,2674830
19-12-2002,21.5,21.889999,21.280001,21.805,9.681341,1973770
20-12-2002,21.875,22.200001,21.725,22.045,9.787899,1519880
23-12-2002,22.075001,22.299999,21.799999,21.975,9.75682,874630
24-12-2002,21.93,22.075001,21.799999,21.844999,9.699101,834550
25-12-2002,null,null,null,null,null,null
26-12-2002,21.950001,21.975,21.799999,21.799999,9.679121,339960
27-12-2002,21.73,21.950001,21.73,21.855,9.703543,2077670
30-12-2002,21.73,21.795,21.309999,21.42,9.510403,338270
31-12-2002,21.309999,21.99,21.1,21.605,9.592542,1300350
01-01-2003,21.99,21.99,21.5,21.559999,9.572561,187520
02-01-2003,21.700001,21.9,21.49,21.834999,9.69466,315390
03-01-2003,21.555,21.85,21.5,21.545,9.565902,342110
06-01-2003,21.540001,21.6,21.41,21.485001,9.539263,909090
07-01-2003,21.5,21.799999,21.455,21.764999,9.663581,889010
08-01-2003,21.635,21.700001,21.450001,21.495001,9.543705,1215440
09-01-2003,21.4,21.530001,21.15,21.395,9.499304,1523860
10-01-2003,21.205,21.74,20.99,21.49,9.541481,1421930
13-01-2003,21.575001,21.940001,21.555,21.719999,9.6436,596130
14-01-2003,21.844999,21.85,21.615,21.805,9.681341,579970
15-01-2003,21.940001,22.344999,21.605,21.745001,9.6547,1355840
16-01-2003,21.99,21.99,21.76,21.91,9.72796,656330
17-01-2003,22,23.6,21.950001,22.370001,9.9322,1801360
20-01-2003,22.4,22.549999,22.200001,22.389999,9.941078,969870
21-01-2003,22.450001,22.799999,22.290001,22.625,10.045419,1027690
22-01-2003,22.700001,24.190001,22.700001,24.014999,10.662572,3937370
23-01-2003,24.200001,24.344999,23.469999,23.629999,10.491634,1470690
24-01-2003,23.700001,23.99,23.41,23.75,10.544913,1518010
27-01-2003,23.799999,23.950001,23.5,23.805,10.569333,1630800
28-01-2003,23.799999,23.99,22.1,23.205,10.302936,1915570
29-01-2003,23.99,23.99,22.700001,22.940001,10.185278,319290
30-01-2003,22.809999,23.174999,22.4,22.695,10.076498,609360
31-01-2003,22.9,23.9,22.65,23.709999,10.527154,2003120
03-02-2003,22.200001,24.299999,22.200001,23.825001,10.578216,1467080
04-02-2003,23.995001,24.445,23.85,24.01,10.660355,2258010
05-02-2003,24.120001,24.125,23.885,24.01,10.660355,644090
06-02-2003,24,24.315001,24,24.24,10.762473,792600
07-02-2003,24.299999,25.035,24.15,24.68,10.957832,2956790
10-02-2003,24.59,24.700001,24.25,24.635,10.937851,782410
11-02-2003,24.475,24.9,24.475,24.559999,10.904551,1496380
12-02-2003,24.715,25,24.110001,24.870001,11.04219,2785630
13-02-2003,null,null,null,null,null,null
14-02-2003,24.950001,25.24,24.65,24.825001,11.022211,1935870
17-02-2003,24.705,24.950001,24.629999,24.825001,11.022211,431150
18-02-2003,24.75,25,24.5,24.615,10.928971,612930
19-02-2003,25.01,25.299999,24.700001,25.174999,11.177608,3412190
20-02-2003,25.5,25.6,24.915001,25.035,11.11545,1174550
21-02-2003,25.195,25.200001,24.51,25.02,11.108789,1012120
24-02-2003,24.705,25,24.6,24.76,10.993353,428260
25-02-2003,24.719999,24.75,24.504999,24.549999,10.900111,222360
26-02-2003,24.65,25,24.5,24.860001,11.037752,806460
27-02-2003,24.85,25,24.615,24.834999,11.02665,691780
28-02-2003,24.83,25.370001,24.424999,24.985001,11.093247,2127860
03-03-2003,25.004999,25.225,24.055,24.285,10.782452,361650
04-03-2003,24.205,24.6,24,24.290001,10.784669,561640
05-03-2003,24.275,24.5,24.035,24.115,10.706971,710070
06-03-2003,24.299999,24.299999,24.01,24.09,10.695872,634240
07-03-2003,24.01,24.01,23.700001,23.799999,10.567115,1562910
10-03-2003,23.82,24.6,23.82,24.02,10.664793,507170
11-03-2003,23.73,24.59,23.485001,23.84,10.584873,339540
12-03-2003,23.82,23.9,23.700001,23.815001,10.573774,314890
13-03-2003,24,24.15,23.9,23.924999,10.622616,1424970
14-03-2003,null,null,null,null,null,null
17-03-2003,23.860001,24.02,23.825001,23.945,10.631493,2469250
18-03-2003,null,null,null,null,null,null
19-03-2003,23.9,24.299999,23.65,24.08,10.691435,1532200
20-03-2003,24.295,24.6,23.780001,24.495001,10.87569,808920
21-03-2003,24.200001,24.950001,23.799999,24.25,10.766914,686640
24-03-2003,24.879999,24.879999,23.4,23.59,10.473874,975380
25-03-2003,23.4,23.68,23,23.290001,10.340675,281700
26-03-2003,23.4,23.9,20.5,23.780001,10.558233,459630
27-03-2003,23.754999,23.799999,21.639999,22.73,10.092034,805040
28-03-2003,22.889999,23.68,22.700001,23.625,10.489414,544330
31-03-2003,23.4,23.934999,23.209999,23.455,10.413936,980150
01-04-2003,23.305,23.575001,23.1,23.43,10.402836,431080
02-04-2003,23.549999,23.700001,23.1,23.315001,10.351777,1162110
03-04-2003,23.299999,23.74,23.295,23.655001,10.502735,321830
04-04-2003,23.5,24.200001,23.375,23.934999,10.627052,650090
07-04-2003,24.1,24.975,24.1,24.6,10.922312,1061920
08-04-2003,24.790001,24.790001,23.799999,23.965,10.640373,1201230
09-04-2003,24,24,23.235001,23.459999,10.416155,615390
10-04-2003,23.1,25,23.1,23.559999,10.460555,1573120
11-04-2003,24.1,24.49,23.5,23.965,10.640373,1072620
14-04-2003,null,null,null,null,null,null
15-04-2003,24.5,24.5,23.809999,24.105,10.702531,1358140
16-04-2003,24.424999,24.65,24.254999,24.365,10.81797,4284560
17-04-2003,24.4,24.889999,24.299999,24.709999,10.971149,3699240
18-04-2003,null,null,null,null,null,null
21-04-2003,24.6,24.700001,24.4,24.51,10.882352,708430
22-04-2003,24.275,24.5,24.225,24.4,10.833512,1195010
23-04-2003,24.424999,24.424999,23.6,23.709999,10.527154,1535650
24-04-2003,23.75,24.299999,23.6,23.975,10.644814,1540020
25-04-2003,23.799999,24.549999,23.754999,24.450001,10.855711,1032520
28-04-2003,24.6,24.6,24.209999,24.395,10.831294,407960
29-04-2003,24.495001,24.879999,24.315001,24.504999,10.880131,1383320
30-04-2003,24.305,24.879999,24.18,24.700001,12.496593,2386040
01-05-2003,null,null,null,null,null,null
02-05-2003,24.795,25.594999,24.6,25.26,12.779916,3366900
05-05-2003,25.5,25.700001,24.809999,25.02,12.658494,1737570
06-05-2003,24.5,24.995001,24.5,24.75,12.521891,1021580
07-05-2003,24.799999,24.85,24.325001,24.58,12.435883,1440150
08-05-2003,24.584999,24.584999,24.165001,24.344999,12.316987,777030
09-05-2003,24.799999,24.799999,24.200001,24.575001,12.433352,407650
12-05-2003,24.5,24.799999,24.219999,24.334999,12.311927,972590
13-05-2003,24.68,24.68,24.325001,24.475,12.382757,394880
14-05-2003,24,24.52,24,24.41,12.349871,245110
15-05-2003,24.4,25,24.26,24.9,12.59778,511850
16-05-2003,24.9,25.209999,24.9,25.115,12.706555,816850
19-05-2003,25.375,25.4,24.540001,24.85,12.572482,1674720
20-05-2003,24.68,24.790001,24.504999,24.545,12.418174,711340
21-05-2003,24.790001,25.245001,23.905001,24.674999,12.483946,1164770
22-05-2003,24.950001,25.299999,24.02,24.110001,12.198092,539200
23-05-2003,24.780001,24.780001,24.15,24.299999,12.294218,432240
26-05-2003,24.6,25.25,24.355,25.02,12.658494,1395290
27-05-2003,25.1,25.195,24.4,24.535,12.413112,507080
28-05-2003,24.75,24.75,24.205,24.295,12.291688,510500
29-05-2003,24.129999,25,24.129999,24.695,12.494065,1744000
30-05-2003,24.610001,24.995001,24.405001,24.51,12.400465,1105240
02-06-2003,24.305,24.790001,24.120001,24.35,12.319515,923670
03-06-2003,24.1,25.1,24.08,24.934999,12.615489,5448840
04-06-2003,25.209999,25.59,25,25.190001,12.744501,1534360
05-06-2003,25.4,25.674999,25.1,25.209999,12.75462,1950300
06-06-2003,25.280001,26.450001,25.200001,25.940001,13.123954,5547510
09-06-2003,26.059999,26.719999,25.934999,26.17,13.240315,2007690
10-06-2003,25.799999,26,25.115,25.264999,12.782446,774210
11-06-2003,25.6,26.135,25.01,25.809999,13.058182,3343660
12-06-2003,25.6,25.85,25.030001,25.165001,12.731853,743230
13-06-2003,25.1,25.700001,25,25.174999,12.736911,1206090
16-06-2003,25.200001,25.450001,25.129999,25.285,12.792566,1301500
17-06-2003,25.5,25.74,25.195,25.295,12.797626,1842930
18-06-2003,25.4,25.465,24.809999,25.165001,12.731853,1167690
19-06-2003,25.389999,25.41,24.9,24.924999,12.610431,1591010
20-06-2003,25.1,25.389999,24.4,24.82,12.557307,1392040
23-06-2003,24.9,24.98,24.215,24.309999,12.299277,607710
24-06-2003,24.41,24.5,23.99,24.120001,12.203153,1577690
25-06-2003,24.105,24.4,24,24.195,12.241097,1579470
26-06-2003,24.205,24.700001,23.9,24.48,12.385288,3111250
27-06-2003,24.4,25.094999,24.4,24.83,12.562366,2070540
30-06-2003,25,26.1,25,25.805,13.055651,2457340
01-07-2003,26.495001,26.799999,25.6,26.120001,13.215025,2131220
02-07-2003,26.59,26.74,26.01,26.34,13.326328,2687720
03-07-2003,26.700001,30.209999,26.700001,28.985001,14.664523,15488630
04-07-2003,28.5,28.700001,27.26,27.674999,14.001751,2710780
07-07-2003,27.025,28.645,27.025,27.775,14.052342,2229380
08-07-2003,29,30.35,28.299999,28.440001,14.38879,4824080
09-07-2003,28.424999,28.6,28.059999,28.27,14.302781,1075550
10-07-2003,28.299999,28.57,28.200001,28.42,14.378673,2515220
11-07-2003,28.450001,29.1,28.450001,28.98,14.661995,5927250
14-07-2003,29.4,29.594999,28.035,28.504999,14.421675,3639930
15-07-2003,29.4,29.865,27.4,27.690001,14.009339,1939340
16-07-2003,27.91,28.5,27.605,28.32,14.328078,3771550
17-07-2003,28.25,28.25,27.025,27.275,13.799372,1197800
18-07-2003,27.1,27.799999,26.504999,27.66,13.994161,1077960
21-07-2003,27.799999,28,27.315001,27.695,14.011868,1241960
22-07-2003,27.52,28,26.825001,26.975,13.647598,834950
23-07-2003,27.700001,27.700001,25.254999,25.59,12.946876,4264400
24-07-2003,25.889999,26.075001,25.65,25.85,13.078417,3050120
25-07-2003,26,26.875,25.895,26.485001,13.399687,2524720
28-07-2003,26.950001,27,26.299999,26.629999,13.473044,908650
29-07-2003,26.790001,26.969999,26.004999,26.555,13.435103,1119470
30-07-2003,26.700001,27.375,26.6,27.125,13.723484,1788570
31-07-2003,27.200001,27.209999,26.299999,26.535,13.424982,2271370
01-08-2003,26.65,26.83,26.315001,26.639999,13.478105,511300
04-08-2003,26.610001,27.094999,26.610001,26.905001,13.612179,1009970
05-08-2003,27.139999,28.200001,26.799999,27.965,14.148471,4415700
06-08-2003,27.950001,27.995001,27.225,27.66,13.994161,1579210
07-08-2003,27.58,27.6,27.065001,27.205,13.763961,731700
08-08-2003,27.200001,27.98,26.700001,27.525,13.925858,2045250
11-08-2003,27.209999,27.700001,27.209999,27.48,13.903091,947420
12-08-2003,27.799999,27.799999,27.200001,27.334999,13.829732,862500
13-08-2003,27.205,27.5,23.504999,27.25,13.786727,2637630
14-08-2003,27.465,27.58,26.5,26.73,13.52364,1936730
15-08-2003,null,null,null,null,null,null
18-08-2003,26.75,28,26.625,27.790001,14.059933,2530520
19-08-2003,27.924999,28.200001,27.799999,28.129999,14.231948,2267080
20-08-2003,28.200001,28.9,28.1,28.465,14.401439,2779470
21-08-2003,28.4,29,28.1,28.785,14.563338,1779140
22-08-2003,28.610001,29.16,28.51,28.9,14.62152,1525010
25-08-2003,28.870001,28.870001,26.4,28.1,14.216772,2619050
26-08-2003,28.299999,28.299999,27.825001,27.915001,14.123176,1164020
27-08-2003,28.299999,28.9,28,28.325001,14.330607,2359680
28-08-2003,28.6,28.6,27.799999,28.084999,14.209182,3796790
29-08-2003,27.4,28.055,27.205,27.57,13.948625,3715070
01-09-2003,27.5,28,27.5,27.844999,14.087759,1314860
02-09-2003,27.5,28.9,27.5,28.195,14.264836,1198770
03-09-2003,28,29.1,28,28.035,14.183889,4867130
04-09-2003,28.049999,28.34,27,28.035,14.183889,3673170
05-09-2003,28,28.4,27.825001,27.969999,14.151003,3419290
08-09-2003,27.65,28.290001,27.6,27.834999,14.0827,1283050
09-09-2003,27.700001,28.190001,27.5,28.01,14.171238,2046920
10-09-2003,27.299999,28.09,27.299999,27.709999,14.019455,1886140
11-09-2003,27.809999,28.1,27.655001,27.85,14.09029,1791660
12-09-2003,27.9,28.075001,27.635,27.934999,14.133291,2394980
15-09-2003,27.879999,28,27.4,27.565001,13.946099,1509730
16-09-2003,27.200001,27.99,27.200001,27.745001,14.037163,2816070
17-09-2003,27.99,27.99,27.110001,27.344999,13.834795,2295260
18-09-2003,27.200001,27.200001,26.315001,26.504999,13.409804,1904520
19-09-2003,26.555,27.200001,26.4,27.174999,13.748782,1692430
22-09-2003,27.5,27.5,26.4,26.465,13.389568,1996670
23-09-2003,26.5,27,26.41,26.684999,13.500874,1917870
24-09-2003,27,27.575001,26.605,27.415001,13.870209,2573950
25-09-2003,27.200001,27.5,26.615,26.785,13.551467,1979060
26-09-2003,26.805,27.200001,26.525,27.145,13.733603,1480240
29-09-2003,27.49,27.85,26.799999,26.975,13.647598,7300590
30-09-2003,27,27.66,27,27.5,13.913212,6394350
01-10-2003,27.700001,28.6,27.549999,28.325001,14.330607,3936870
02-10-2003,null,null,null,null,null,null
03-10-2003,29.049999,29.549999,28.700001,29.445,14.897255,6639010
06-10-2003,29.75,32,29.6,31.379999,15.876236,5602910
07-10-2003,32,32.509998,30.700001,30.945,15.656157,13547460
08-10-2003,31.299999,31.5,30.719999,31.025,15.69663,5221870
09-10-2003,31.440001,31.625,31.105,31.43,15.901537,2635300
10-10-2003,32.5,32.5,30.209999,30.540001,15.451253,7545060
13-10-2003,30.84,31.434999,30.690001,30.865,15.615681,5017380
14-10-2003,32.990002,32.990002,30.795,30.975,15.671336,5621730
15-10-2003,31.200001,31.299999,30.4,31.09,15.729516,2833570
16-10-2003,31.15,31.5,31,31.375,15.873707,2659570
17-10-2003,31.35,32.5,31.35,31.65,16.01284,7406450
20-10-2003,31.700001,32.195,31.26,31.49,15.93189,4478600
21-10-2003,31.200001,31.549999,30.809999,31.110001,15.739636,2810700
22-10-2003,30.9,31.290001,29.9,30.09,15.223585,1994040
23-10-2003,30.290001,30.4,29.735001,29.975,15.1654,2286040
24-10-2003,30.1,30.940001,29.6,30.790001,15.577738,1400430
27-10-2003,30.645,31.440001,30,30.1,15.228643,2667670
28-10-2003,30.309999,31.440001,30.120001,31.190001,15.780114,4345450
29-10-2003,31.34,31.790001,31.295,31.67,16.022959,3729360
30-10-2003,31.25,32,31.25,31.76,16.068495,3506620
31-10-2003,32.099998,32.099998,31.025,31.605,15.990075,3189520
03-11-2003,32.049999,32.299999,31.700001,31.950001,16.164623,3496600
04-11-2003,32.200001,32.200001,30.719999,30.985001,15.676394,3207200
05-11-2003,31.26,31.285,30.799999,30.940001,15.653627,1800720
06-11-2003,30.700001,31,30.309999,30.785,15.575205,2621580
07-11-2003,30.969999,31,30.25,30.525,15.443664,4526090
10-11-2003,31.465,31.465,30.405001,30.889999,15.62833,1425330
11-11-2003,31.1,31.309999,30.455,30.655001,15.509436,2135680
12-11-2003,30.799999,30.799999,29.75,29.895,15.124927,3548340
13-11-2003,30.35,30.450001,29.799999,29.940001,15.147693,1315810
14-11-2003,26.549999,30.299999,26.549999,29.745001,15.049035,1369400
17-11-2003,29.9,30.5,29.76,30.41,15.38548,1326600
18-11-2003,30.780001,30.780001,30.105,30.285,15.322239,2894460
19-11-2003,29.905001,30.200001,29.4,29.969999,15.162869,5242700
20-11-2003,29.9,30.174999,29.450001,29.834999,15.094569,1540060
21-11-2003,29.450001,30.5,29.450001,30.295,15.327299,2007170
24-11-2003,30.9,30.9,30.15,30.285,15.322239,4352260
25-11-2003,30.120001,30.594999,30.115,30.26,15.309588,3807850
26-11-2003,null,null,null,null,null,null
27-11-2003,30.65,30.950001,30,30.165001,15.261528,4049520
28-11-2003,30.4,30.795,30,30.26,15.309588,4805640
01-12-2003,30.700001,31.440001,30.4,31.125,15.747226,10441790
02-12-2003,31.5,31.99,31.200001,31.805,16.091261,6617120
03-12-2003,31.99,33.099998,31.99,32.889999,16.6402,9210140
04-12-2003,32.970001,33.59,32.700001,33.445,16.92099,8401230
05-12-2003,33.599998,33.599998,32.5,32.830002,16.609844,4116670
08-12-2003,32.75,33.290001,32.055,32.674999,16.531422,2160370
09-12-2003,33.490002,33.685001,33.055,33.25,16.822338,3595800
10-12-2003,33.299999,34.380001,32.615002,34.040001,17.222027,7244070
11-12-2003,34,35.200001,33.799999,35.044998,17.730492,7095160
12-12-2003,35.099998,36.740002,34.605,36.264999,18.347729,7975320
15-12-2003,36.59,36.599998,35.134998,35.365002,17.892389,1457270
16-12-2003,35.59,36.48,35.455002,35.98,18.203537,3785920
17-12-2003,35.900002,36.099998,35.52,35.935001,18.180773,4227940
18-12-2003,36,36.080002,35.154999,35.52,17.97081,2544680
19-12-2003,35.334999,36,35.334999,35.830002,18.127649,2794700
22-12-2003,35.599998,36.09,35.599998,35.950001,18.188362,2001010
